ts,td,srcip,srcport,dstip,dstport,proto,pkt,byt
31,0,C586,N17,C3714,N17,1,2,120
31,11,C3714,N10679,C586,445,6,14,3963
31,11,C586,445,C3714,N10679,6,12,2181
31,30,C5721,445,C2997,N137,6,2,186
31,60,C5474,N353,C3088,N28,6,30,3650
32,0,C1973,80,C433,N10608,6,5,448
32,0,C1973,80,C433,N10609,6,5,448
32,0,C1973,80,C433,N10610,6,5,448
32,0,C1973,80,C433,N4439,6,5,448
32,0,C433,N10608,C1973,80,6,7,1703
32,0,C433,N10609,C1973,80,6,7,1703
32,0,C433,N10610,C1973,80,6,7,1694
32,0,C433,N4439,C1973,80,6,7,1694
32,0,C8177,N10589,C7632,N77,6,1,48
32,1,C1707,N1,C4647,N5075,6,4,413
32,1,C4647,N5075,C1707,N1,6,5,856
32,14,C2300,N10695,C585,445,6,20,4597
33,0,C1707,N1,C4647,N5076,6,4,414
33,0,C1973,80,C2989,N10632,6,5,448
33,0,C1973,80,C2989,N10633,6,5,448
33,0,C1973,80,C2989,N2800,6,5,448
33,0,C1973,80,C2989,N5325,6,5,448
33,0,C2989,N10632,C1973,80,6,7,1715
33,0,C2989,N10633,C1973,80,6,7,1715
33,0,C2989,N10956,C467,389,17,1,237
33,0,C2989,N2800,C1973,80,6,7,1706
33,0,C2989,N5325,C1973,80,6,7,1706
33,0,C3001,N10948,C5030,443,6,6,1578
33,0,C3025,N44,C529,N17,1,2,120
33,0,C3605,N7187,C706,80,6,8,3903
33,0,C4647,N5076,C1707,N1,6,5,856
33,0,C467,389,C2989,N10956,17,1,193
33,0,C5030,443,C3001,N10948,6,5,1481
33,0,C529,N17,C3025,N17,1,2,120
33,0,C706,80,C3605,N7187,6,7,4127
33,11,C3025,N10176,C529,445,6,17,4347
33,11,C529,445,C3025,N10176,6,15,2418
33,29,C23679,N44,C13655,N17,1,30,2520
33,29,C23679,N44,C13762,N17,1,30,2520
33,29,C23679,N44,C14563,N17,1,30,2520
33,29,C23679,N44,C16038,N17,1,30,2520
33,29,C23679,N44,C21927,N17,1,30,2520
33,35,C1903,N1128,C5720,445,6,4,278
33,38,C1015,N33,C994,N245,6,2,92
33,61,C1697,139,C1823,N356,6,61,17327
33,61,C1823,N356,C1697,139,6,65,21046
33,61,C5474,N357,C1970,N28,6,4,392
33,72,C3173,445,C2758,N670,6,318,33443
34,0,C1443,N3232,C5721,445,6,2,178
34,0,C1685,N1,C5888,N3410,6,4,372
34,0,C1845,137,C4174,137,17,2,156
34,0,C1845,138,C586,138,17,1,208
34,0,C1845,N10951,C586,389,17,1,194
34,0,C25515,N9347,C7632,N77,6,1,48
34,0,C3407,N10474,C706,80,6,1,46
34,0,C4174,137,C1845,137,17,2,180
34,0,C528,389,C4384,N455,6,10,5293
34,0,C586,389,C1845,N10951,17,1,193
34,0,C5888,N3410,C1685,N1,6,6,430
34,1,C1707,N1,C5888,N1652,6,4,376
34,1,C5888,N1652,C1707,N1,6,6,430
34,11,C3518,N10662,C1685,N1,6,9,2989
34,12,C282,N7949,C467,445,6,13,4238
34,12,C467,445,C282,N7949,6,9,1654
34,13,C1845,N1749,C586,139,6,14,4312
34,13,C1845,N3248,C586,139,6,12,1509
34,13,C1845,N3249,C586,139,6,13,1533
34,13,C586,139,C1845,N1749,6,12,1411
34,13,C586,139,C1845,N3248,6,10,1562
34,13,C586,139,C1845,N3249,6,11,1667
34,6,C1685,N1,C3518,N10662,6,6,2972
34,61,C5474,N1851,C1970,N28,6,32,3750
34,61,C5474,N435,C3088,N28,6,4,392
34,9,C2986,N10946,C3935,N46,6,3,152
34,9,C2986,N10947,C3371,N46,6,3,152
34,9,C2986,N10949,C3469,N46,6,3,152
34,9,C2986,N10950,C4847,N46,6,3,152
34,9,C2986,N10953,C128,N46,6,3,152
34,9,C2986,N10954,C4116,N46,6,3,152
34,9,C2986,N10955,C3971,N46,6,3,152
34,9,C2986,N7615,C24735,N46,6,3,152
35,0,C5883,N10952,C706,80,6,7,3021
35,0,C706,80,C278,N10501,6,4,515
35,0,C706,80,C5883,N10952,6,6,4775
35,11,C3350,N3421,C1685,N1,6,9,2978
35,11,C528,445,C297,N10957,6,9,2359
35,31,C4123,N214,C5720,445,6,3,185
35,6,C1685,N1,C3350,N3421,6,6,2972
35,60,C278,N10501,C706,80,6,8,3001
36,0,C11573,111,C5736,N10973,17,1,56
36,0,C1685,N1,C5888,N10631,6,5,2694
36,0,C1823,N44,C1971,N17,1,1,60
36,0,C1971,N17,C1823,N17,1,1,60
36,0,C24954,N10598,C10022,N77,6,1,48
36,0,C24954,N10599,C7632,N77,6,1,48
36,0,C4207,N442,C457,389,6,8,2164
36,0,C457,389,C4207,N442,6,4,1548
36,0,C5736,N10973,C11573,111,17,1,84
36,1,C5888,N10631,C1685,N1,6,7,1304
36,10,C25760,N5475,C1685,N1,6,6,1223
36,18,C1707,N1,C2321,N2524,6,48481,67377347
36,18,C1707,N1,C2321,N2524,6,48587,67524687
36,18,C2321,N2524,C1707,N1,6,25726,1183549
36,5,C1685,N1,C25760,N5475,6,4,2752
36,60,C2588,N20,C846,N444,6,4,184
36,60,C4299,N443,C5721,445,6,34,4316
36,60,C846,N444,C2588,N20,6,4,184
37,35,C528,445,C2704,N10974,6,83,20954
37,60,C3774,N303,C4384,161,17,4,428
38,0,C11573,111,C5736,N10975,17,1,56
38,0,C4405,N6974,C706,80,6,1,46
38,0,C484,N10979,C5030,443,6,6,1647
38,0,C5030,443,C484,N10979,6,5,1493
38,0,C5463,N3058,C706,80,6,1,46
38,0,C5736,N10975,C11573,111,17,1,84
38,1,C1685,N1,C5888,N10674,6,4,445
38,1,C5888,N10674,C1685,N1,6,6,932
38,10,C4321,N3959,C1685,N1,6,12,7304
38,36,C20510,N2246,C7632,N77,6,10,592
38,36,C20510,N2247,C7632,N77,6,10,592
38,6,C1685,N1,C4321,N3959,6,7,3019
38,9,C3688,N3810,C3371,N46,6,3,144
39,0,C1685,N1,C5888,N10677,6,5,425
39,0,C3741,N10658,C457,88,6,4,494
39,0,C3741,N10976,C457,88,17,1,338
39,0,C3741,N10977,C457,88,17,1,1392
39,0,C3741,N10978,C457,88,17,1,1389
39,0,C3741,N44,C612,N17,1,2,120
39,0,C457,88,C3741,N10658,6,4,1601
39,0,C457,88,C3741,N10976,17,1,124
39,0,C457,88,C3741,N10977,17,1,1396
39,0,C457,88,C3741,N10978,17,1,1391
39,0,C545,445,C1294,N483,6,1,46
39,0,C5888,N10677,C1685,N1,6,7,1796
39,0,C612,N17,C3741,N17,1,2,120
39,10,C3163,N10676,C1685,N1,6,6,1283
39,10,C4578,N2885,C1707,N1,6,9,2968
39,10,C919,N10710,C1685,N1,6,6,1223
39,11,C1300,N10678,C1685,N1,6,9,2787
39,11,C3741,N10753,C612,445,6,17,4389
39,11,C612,445,C3741,N10753,6,15,2418
39,13,C528,445,C3734,N10878,6,9,1653
39,5,C1685,N1,C3163,N10676,6,4,2748
39,5,C1685,N1,C919,N10710,6,4,2753
39,6,C1685,N1,C1300,N10678,6,6,2976
39,6,C1707,N1,C4578,N2885,6,6,2975
39,9,C1340,N3808,C787,N36,6,3,144
40,0,C1823,N478,C1971,445,6,1,52
40,0,C1971,445,C1823,N478,6,1,46
40,0,C706,80,C1607,N1181,6,4,515
40,60,C1607,N1181,C706,80,6,8,3050
41,0,C1707,N1,C4679,N6788,6,4,409
41,0,C1707,N1,C4679,N6789,6,4,410
41,0,C4251,N7289,C706,80,6,1,46
41,0,C4679,N6788,C1707,N1,6,5,843
41,0,C4679,N6789,C1707,N1,6,5,843
41,10,C1142,N10735,C1707,N1,6,9,2894
41,10,C1363,N10714,C1707,N1,6,6,1223
41,15,C528,445,C2485,N10995,6,9,1653
41,34,C5151,N144,C5721,445,6,4,278
41,34,C5721,445,C5151,N144,6,2,186
41,6,C1707,N1,C1142,N10735,6,6,2979
41,6,C1707,N1,C1363,N10714,6,4,2755
41,60,C15930,N881,C2588,N20,6,4,211
41,66,C20101,N460,C5698,2049,6,5474,938428
41,66,C5698,2049,C20101,N460,6,5445,915272
42,0,C5736,2049,C23684,N7162,6,1,46
42,10,C1220,N159,C480,N160,6,12,836
42,10,C480,N160,C1220,N159,6,8,4687
42,10,C595,N10700,C1685,N1,6,6,1223
42,5,C1685,N1,C595,N10700,6,4,2752
42,60,C22112,N147,C22976,N147,17,3,282
42,60,C22976,N147,C22112,N147,17,3,282
42,60,C2588,N20,C415,N1949,6,3,138
42,70,C11573,N250,C5736,2049,6,309,84972
42,71,C3173,445,C1332,N1152,6,313,32929
42,9,C113,N10994,C7503,N46,6,3,152
43,0,C20473,N553,C2519,445,6,1,52
43,0,C2519,445,C20473,N553,6,1,46
43,0,C3753,N44,C612,N17,1,2,120
43,0,C612,N17,C3753,N17,1,2,120
43,11,C3753,N1826,C612,445,6,17,4483
43,11,C612,445,C3753,N1826,6,15,2418
43,29,C23679,N44,C14615,N17,1,30,2520
43,38,C1015,N33,C297,N354,6,2,92
43,5,C1685,N1,C689,N10713,6,4,2752
43,54,C2372,N1127,C5721,445,6,54,17377
43,54,C5721,445,C2372,N1127,6,52,10995
43,6,C689,N10713,C1685,N1,6,6,1213
44,0,C1056,445,C5301,N551,6,1,46
44,0,C2957,N552,C366,445,6,1,52
44,0,C366,445,C2957,N552,6,1,46
44,0,C5301,N551,C1056,445,6,1,52
44,0,C586,123,C5913,123,17,1,96
44,0,C5913,123,C586,123,17,1,96
44,0,C706,80,C3309,N10998,6,4,515
44,10,C480,N160,C721,N213,6,8,4687
44,10,C721,N213,C480,N160,6,12,836
44,14,C528,445,C2657,N11013,6,9,1653
44,4,C480,N414,C961,N629,6,5,237
44,4,C961,N629,C480,N414,6,8,437
44,54,C24449,137,C4920,137,17,6,468
44,60,C3309,N10998,C706,80,6,8,3004
44,9,C1670,N6341,C4116,N46,6,3,144
45,0,C2301,N3898,C5030,443,6,2,92
45,0,C2584,N10267,C528,88,17,1,1396
45,0,C2584,N11018,C528,88,17,1,1396
45,0,C2584,N11019,C528,88,17,1,1396
45,0,C2584,N11021,C612,389,17,1,193
45,0,C2584,N44,C529,N17,1,2,120
45,0,C2584,N44,C612,N17,1,3,166
45,0,C3299,N44,C467,N17,1,2,120
45,0,C3756,N44,C625,N17,1,2,120
45,0,C467,N17,C3299,N17,1,2,120
45,0,C5030,443,C2301,N3898,6,1,46
45,0,C528,88,C2584,N10267,17,1,1391
45,0,C528,88,C2584,N11018,17,1,1391
45,0,C528,88,C2584,N11019,17,1,1391
45,0,C529,N17,C2584,N17,1,2,120
45,0,C612,389,C2584,N11021,17,1,193
45,0,C612,N17,C2584,N17,1,3,166
45,0,C625,N17,C3756,N17,1,2,120
45,1,C2584,N10729,C612,389,6,9,2190
45,1,C2584,N4169,C586,389,6,12,3193
45,1,C2584,N777,C612,389,6,22,6040
45,1,C586,389,C2584,N4169,6,10,2831
45,1,C586,389,C2584,N4169,6,11,4221
45,1,C612,389,C2584,N10729,6,7,846
45,1,C612,389,C2584,N777,6,25,24226
45,1,C612,389,C2584,N777,6,29,29786
45,10,C164,N8283,C1707,N1,6,6,1213
45,10,C360,N496,C1685,N1,6,6,1223
45,10,C3756,N3108,C625,445,6,17,4349
45,10,C379,N6982,C1707,N1,6,6,1222
45,10,C625,445,C3756,N3108,6,15,2418
45,11,C3299,N10746,C467,445,6,13,3869
45,11,C3942,N36,C1707,N1,6,9,2972
45,11,C467,445,C3299,N10746,6,12,2181
45,12,C2584,N10076,C612,445,6,13,3881
45,12,C612,445,C2584,N10076,6,11,2182
45,14,C453,N10767,C586,445,6,13,4213
45,14,C586,445,C453,N10767,6,9,1653
45,22,C2584,N10822,C612,135,6,7,540
45,22,C2584,N4300,C467,135,6,8,859
45,22,C2584,N9111,C467,N38,6,7,871
45,22,C467,135,C2584,N4300,6,6,800
45,22,C467,N38,C2584,N9111,6,5,436
45,22,C612,135,C2584,N10822,6,5,432
45,23,C2584,N10077,C529,445,6,5592,592217
45,23,C529,445,C2584,N10077,6,5543,613724
45,23,C529,445,C2584,N10077,6,5594,620418
45,30,C2584,N3164,C612,N72,6,13,4118
45,30,C612,N72,C2584,N3164,6,10,1596
45,6,C1685,N1,C360,N496,6,4,2752
45,6,C1707,N1,C164,N8283,6,4,2755
45,6,C1707,N1,C379,N6982,6,4,2755
45,6,C1707,N1,C3942,N36,6,6,2975
46,0,C1707,N1,C4135,N9969,6,5,2816
46,0,C1707,N1,C442,N7996,6,4,413
46,0,C1707,N1,C442,N9141,6,4,414
46,0,C1823,N44,C2225,N17,1,1,60
46,0,C2225,N17,C1823,N17,1,1,60
46,0,C2584,N10734,C586,389,6,10,2756
46,0,C2584,N3958,C586,389,6,10,2756
46,0,C2584,N3959,C586,389,6,10,2756
46,0,C4135,N9969,C1707,N1,6,6,1218
46,0,C442,N7996,C1707,N1,6,5,856
46,0,C442,N9141,C1707,N1,6,5,856
46,0,C453,138,C586,138,17,1,206
46,0,C586,389,C2584,N10734,6,9,1825
46,0,C586,389,C2584,N3958,6,8,1779
46,0,C586,389,C2584,N3958,6,9,1825
46,0,C586,389,C2584,N3959,6,8,1605
46,0,C586,389,C2584,N3959,6,9,1835
46,0,C612,389,C719,N11014,17,1,193
46,0,C612,389,C719,N11016,17,1,193
46,0,C612,88,C719,N10709,6,5,359
46,0,C612,88,C719,N10711,6,6,1670
46,0,C612,88,C719,N1733,6,6,1722
46,0,C612,88,C719,N7705,6,5,1744
46,0,C612,88,C719,N7708,6,4,444
46,0,C719,N10709,C612,88,6,5,2659
46,0,C719,N10711,C612,88,6,6,1656
46,0,C719,N11014,C612,389,17,1,192
46,0,C719,N11016,C612,389,17,1,191
46,0,C719,N1733,C612,88,6,6,1765
46,0,C719,N7705,C612,88,6,5,543
46,0,C719,N7708,C612,88,6,4,417
46,10,C1905,N3336,C1685,N1,6,6,1219
46,2,C4174,137,C453,137,17,2,180
46,2,C453,137,C4174,137,17,2,156
46,38,C1015,N33,C486,N452,6,2,92
46,6,C1685,N1,C1905,N3336,6,4,2748
46,60,C1156,N892,C2588,N20,6,3,138
46,60,C1581,1433,C368,N11015,6,9,1015
46,60,C2588,N20,C1156,N892,6,3,138
46,60,C368,N11015,C1581,1433,6,11,1112
47,0,C1173,445,C1220,N576,6,1,46
47,0,C1220,N576,C1173,445,6,1,52
47,0,C1707,N1,C4135,N10712,6,5,383
47,0,C2128,N10643,C457,N197,6,2,92
47,0,C2128,N4362,C457,135,6,2,92
47,0,C3774,N11017,C529,88,17,1,1387
47,0,C3774,N44,C467,N17,1,2,120
47,0,C4135,N10712,C1707,N1,6,6,1868
47,0,C457,135,C2128,N4362,6,2,92
47,0,C457,445,C5778,N9376,6,1,46
47,0,C457,N197,C2128,N10643,6,2,92
47,0,C467,N17,C3774,N17,1,2,120
47,0,C4864,N898,C5030,443,6,6,1578
47,0,C5030,443,C4864,N898,6,5,1481
47,0,C529,88,C3774,N11017,17,1,1389
47,12,C3774,N4605,C467,445,6,17,4373
47,12,C467,445,C3774,N4605,6,15,2418
47,3,C24568,137,C4920,137,17,3,288
47,59,C2588,N20,C1193,N893,6,3,138
47,60,C2588,N20,C257,N1996,6,3,138
47,60,C2855,N696,C12484,161,17,4,428
48,0,C1685,N1,C20093,N10705,6,4,372
48,0,C1685,N1,C20093,N10706,6,4,372
48,0,C1685,N1,C20093,N10707,6,4,372
48,0,C1685,N1,C3935,N10697,6,4,410
48,0,C1685,N1,C3935,N10699,6,4,409
48,0,C1707,N1,C20093,N10702,6,4,376
48,0,C1707,N1,C20093,N10703,6,4,376
48,0,C1707,N1,C20093,N10704,6,4,376
48,0,C1973,80,C4110,N10701,6,5,448
48,0,C1973,80,C4110,N5727,6,5,448
48,0,C1973,80,C4110,N7487,6,5,448
48,0,C1973,80,C4110,N7490,6,5,448
48,0,C20093,N10702,C1707,N1,6,6,430
48,0,C20093,N10703,C1707,N1,6,6,420
48,0,C20093,N10704,C1707,N1,6,6,429
48,0,C20093,N10705,C1685,N1,6,6,430
48,0,C20093,N10706,C1685,N1,6,6,420
48,0,C20093,N10707,C1685,N1,6,6,429
48,0,C2188,N11035,C529,389,17,1,108
48,0,C2188,N11043,C529,389,17,1,80
48,0,C3935,N10697,C1685,N1,6,5,852
48,0,C3935,N10699,C1685,N1,6,5,852
48,0,C4110,N10701,C1973,80,6,7,1695
48,0,C4110,N5727,C1973,80,6,7,1695
48,0,C4110,N7487,C1973,80,6,7,1686
48,0,C4110,N7490,C1973,80,6,7,1686
48,0,C453,N10730,C529,88,6,4,420
48,0,C453,N10731,C529,88,6,5,546
48,0,C453,N10732,C529,88,6,6,1632
48,0,C453,N11020,C586,389,17,1,192
48,0,C457,389,C5760,N11036,17,1,117
48,0,C457,389,C5760,N11038,17,1,191
48,0,C529,389,C2188,N11035,17,1,191
48,0,C529,389,C2188,N11043,17,1,117
48,0,C529,88,C453,N10730,6,4,498
48,0,C529,88,C453,N10731,6,5,1720
48,0,C529,88,C453,N10732,6,6,1644
48,0,C5760,N11036,C457,389,17,1,80
48,0,C5760,N11038,C457,389,17,1,108
48,0,C5778,N9376,C457,445,6,1,52
48,0,C586,389,C453,N11020,17,1,193
48,11,C453,N10368,C586,139,6,13,1529
48,11,C453,N10768,C586,139,6,12,1505
48,11,C453,N10769,C586,139,6,14,4275
48,11,C586,139,C453,N10368,6,11,1667
48,11,C586,139,C453,N10768,6,10,1562
48,11,C586,139,C453,N10769,6,11,1294
48,11,C586,139,C453,N10769,6,12,1411
49,0,C1173,445,C721,N574,6,1,46
49,0,C1685,N1,C18057,N6560,6,4,372
49,0,C1685,N1,C18057,N6684,6,4,372
49,0,C1685,N1,C18057,N6925,6,4,372
49,0,C1685,N1,C689,N10713,6,1,46
49,0,C1685,N1,C689,N10747,6,4,414
49,0,C1685,N1,C689,N10755,6,4,413
49,0,C1707,N1,C18057,N1663,6,4,376
49,0,C1707,N1,C18057,N6689,6,4,376
49,0,C1707,N1,C18057,N6706,6,4,376
49,0,C18057,N1663,C1707,N1,6,6,430
49,0,C18057,N6560,C1685,N1,6,6,430
49,0,C18057,N6684,C1685,N1,6,6,429
49,0,C18057,N6689,C1707,N1,6,6,429
49,0,C18057,N6706,C1707,N1,6,6,420
49,0,C18057,N6925,C1685,N1,6,6,420
49,0,C2557,N10744,C612,88,6,5,2622
49,0,C2557,N10745,C612,88,6,4,1554
49,0,C2557,N11037,C612,389,17,1,192
49,0,C612,389,C2557,N11037,17,1,193
49,0,C612,88,C2557,N10744,6,5,360
49,0,C612,88,C2557,N10745,6,4,1564
49,0,C689,N10747,C1685,N1,6,5,847
49,0,C689,N10755,C1685,N1,6,5,847
49,0,C706,80,C262,N11039,6,4,515
49,0,C721,N574,C1173,445,6,1,52
49,10,C255,N10750,C1685,N1,6,6,1222
49,14,C2557,N10794,C612,445,6,13,4257
49,14,C612,445,C2557,N10794,6,9,2359
49,38,C2557,N592,C625,445,6,144,29321
49,38,C625,445,C2557,N592,6,154,82260
49,5,C1685,N1,C255,N10750,6,4,2752
49,54,C24449,137,C4174,137,17,6,468
49,55,C24450,137,C4920,137,17,9,702
49,60,C262,N11039,C706,80,6,8,3014
49,60,C4174,137,C890,137,17,5,420
49,60,C4920,137,C890,137,17,5,420
49,60,C890,137,C4174,137,17,5,390
49,60,C890,137,C4920,137,17,5,390
49,9,C3871,N2357,C23147,N342,6,3,144
50,0,C1685,N1,C18057,N6694,6,5,2694
50,0,C1685,N1,C20093,N9639,6,5,2694
50,0,C18057,N6694,C1685,N1,6,7,1198
50,0,C1823,N813,C2225,445,6,1,52
50,0,C20093,N9639,C1685,N1,6,7,1262
50,0,C2109,N17,C3802,N17,1,2,120
50,0,C2225,445,C1823,N813,6,1,46
50,0,C2557,N10748,C467,389,6,13,3676
50,0,C3802,N11040,C467,88,17,1,1396
50,0,C3802,N44,C2109,N17,1,2,120
50,0,C467,389,C2557,N10748,6,13,7027
50,0,C467,88,C3802,N11040,17,1,1391
50,10,C4081,N4797,C1685,N1,6,6,1218
50,14,C2557,N10783,C467,N38,6,7,795
50,14,C2557,N10784,C467,135,6,8,1300
50,14,C467,135,C2557,N10784,6,6,884
50,14,C467,N38,C2557,N10783,6,5,664
50,14,C528,445,C792,N11041,6,9,1653
50,34,C3471,N237,C5721,445,6,4,278
50,35,C23773,N31,C5721,445,6,4,372
50,35,C5721,445,C23773,N31,6,2,380
50,6,C1685,N1,C4081,N4797,6,4,2748
50,60,C395,1433,C5756,N1490,6,3,138
50,60,C5756,N1490,C395,1433,6,3,192
50,7,C2109,445,C3802,N6576,6,16,2464
50,7,C3802,N6576,C2109,445,6,17,4349
50,71,C3173,445,C1538,N1150,6,318,33443
51,0,C1685,N1,C20093,N10752,6,4,445
51,0,C20093,N10752,C1685,N1,6,6,922
51,0,C354,N11044,C528,389,17,1,193
51,0,C528,389,C354,N11044,17,1,195
51,0,C706,80,C3312,N11042,6,4,515
51,15,C354,N10821,C528,135,6,7,644
51,15,C528,135,C354,N10821,6,5,504
51,35,C354,N6408,C528,N72,6,11,3100
51,35,C528,N72,C354,N6408,6,9,1552
51,60,C3312,N11042,C706,80,6,8,3008
52,0,C1685,N1,C18057,N6804,6,4,445
52,0,C18057,N6804,C1685,N1,6,6,922
52,0,C3031,137,C4174,137,17,1,78
52,0,C354,N10733,C529,389,6,11,2853
52,0,C354,N10737,C529,389,6,10,3097
52,0,C354,N10738,C528,88,6,6,1640
52,0,C354,N11045,C529,389,17,1,192
52,0,C354,N11046,C528,389,17,1,192
52,0,C354,N8420,C612,389,6,14,3722
52,0,C354,N8422,C529,389,6,12,3534
52,0,C354,N9080,C528,88,6,5,2622
52,0,C3806,N44,C529,N17,1,2,120
52,0,C4174,137,C3031,137,17,1,90
52,0,C5186,N2062,C586,445,6,1,46
52,0,C528,389,C354,N11046,17,1,195
52,0,C528,88,C354,N10738,6,6,1650
52,0,C528,88,C354,N9080,6,5,360
52,0,C529,389,C354,N10733,6,7,1784
52,0,C529,389,C354,N10733,6,8,3174
52,0,C529,389,C354,N10737,6,9,1901
52,0,C529,389,C354,N11045,17,1,193
52,0,C529,389,C354,N8422,6,11,4287
52,0,C529,N17,C3806,N17,1,2,120
52,0,C586,445,C5186,N2062,6,1,46
52,0,C612,389,C354,N8420,6,13,7027
52,1,C354,N6462,C528,389,6,19,5859
52,1,C528,389,C354,N6462,6,25,27023
52,12,C3806,N10782,C529,445,6,17,4347
52,12,C529,445,C3806,N10782,6,15,2418
52,14,C354,N10824,C586,445,6,13,4257
52,14,C354,N7899,C528,445,6,13,4244
52,14,C528,445,C354,N7899,6,9,1905
52,14,C586,445,C354,N10824,6,8,1331
52,14,C586,445,C354,N10824,6,9,2359
52,38,C1065,445,C354,N10945,6,138,69082
52,38,C1065,445,C354,N10945,6,149,80722
52,38,C354,N10945,C1065,445,6,140,27912
53,0,C1700,N11070,C612,389,17,1,233
53,0,C1707,N1,C5583,N1646,6,3,2709
53,0,C5583,N1646,C1707,N1,6,5,1176
53,0,C612,135,C1700,N6743,6,3,452
53,0,C612,389,C1700,N11070,17,1,193
53,0,C612,N197,C1700,N11072,6,3,1248
53,1,C1700,N11072,C612,N197,6,5,1153
53,1,C1700,N6743,C612,135,6,5,492
53,1,C3173,N48,C1332,N6661,6,3,138
53,1,C706,80,C1867,N11071,6,6,625
53,10,C5583,N700,C1707,N1,6,10,6221
53,13,C354,N10816,C529,N38,6,7,795
53,13,C354,N9081,C529,135,6,8,1300
53,13,C529,135,C354,N9081,6,6,788
53,13,C529,N38,C354,N10816,6,5,664
53,14,C3173,135,C1332,N10842,6,6,716
53,5,C1707,N1,C5583,N700,6,5,369
53,60,C314,N170,C5721,445,6,44,5009
53,61,C1867,N11071,C706,80,6,9,3897
54,0,C1065,N17,C3799,N17,1,2,120
54,0,C11573,111,C5736,N11073,17,1,56
54,0,C1823,N44,C3544,N17,1,1,60
54,0,C2533,N10569,C706,80,6,1,46
54,0,C3544,N17,C1823,N17,1,1,60
54,0,C3799,N44,C1065,N17,1,2,120
54,0,C5474,N1573,C3088,N28,6,4,654
54,0,C5736,N11073,C11573,111,17,1,84
54,0,C706,80,C1054,N11068,6,4,515
54,1,C3173,N48,C1332,N10754,6,3,138
54,10,C1321,N10787,C1707,N1,6,6,1222
54,11,C1065,445,C3799,N10844,6,15,2418
54,11,C3799,N10844,C1065,445,6,16,4307
54,34,C3558,N889,C5721,445,6,4,278
54,34,C5721,445,C3558,N889,6,2,186
54,5,C1707,N1,C1321,N10787,6,4,2755
54,60,C1054,N11068,C706,80,6,8,3008
54,61,C5478,443,C443,N5651,6,43,16974
55,0,C2109,389,C5661,N11074,17,1,117
55,0,C2464,N10605,C706,80,6,1,46
55,0,C5661,N11074,C2109,389,17,1,80
55,0,C706,80,C2945,N11069,6,4,515
55,1,C3173,N48,C1185,N10751,6,3,138
55,13,C3173,135,C1185,N10847,6,6,716
55,15,C1427,N10848,C625,445,6,13,4220
55,15,C1707,N1,C3841,N4045,6,35149,52719316
55,15,C2056,N3316,C1707,N1,6,6,1222
55,15,C3841,N4045,C1707,N1,6,18796,864765
55,15,C625,445,C1427,N10848,6,9,1653
55,38,C1015,N33,C2657,N559,6,2,92
55,5,C1707,N1,C2056,N3316,6,4,2755
55,60,C25536,N886,C2588,N20,6,3,138
55,60,C2945,N11069,C706,80,6,8,2982
55,9,C1340,N4718,C787,N36,6,3,144
56,0,C1065,445,C1508,N5712,6,1,46
56,0,C1508,N5712,C1065,445,6,1,52
56,0,C24954,N10721,C7632,N77,6,1,48
56,0,C3952,N11096,C625,389,17,1,80
56,0,C3952,N11098,C625,88,17,1,273
56,0,C528,139,C5720,N820,6,1,46
56,0,C5637,N11097,C612,389,17,1,108
56,0,C5637,N11099,C612,389,17,1,80
56,0,C612,389,C5637,N11097,17,1,191
56,0,C612,389,C5637,N11099,17,1,117
56,0,C625,389,C3952,N11096,17,1,117
56,0,C625,88,C3952,N11098,17,1,1400
56,1,C3173,N48,C1185,N1131,6,3,138
56,10,C2236,N10294,C1685,N1,6,6,1213
56,5,C1685,N1,C2236,N10294,6,4,2760
56,66,C5698,2049,C20101,N460,6,5859,984832
56,9,C1670,N11095,C24735,N46,6,3,144
56,9,C3688,N5341,C4116,N46,6,3,144
57,0,C1082,N807,C2651,445,6,1,52
57,0,C1226,N10749,C467,88,6,6,1793
57,0,C24954,N10719,C7632,N77,6,1,48
57,0,C2651,445,C1082,N807,6,1,46
57,0,C2836,N4167,C706,80,6,1,46
57,0,C467,88,C1226,N10749,6,6,1792
57,0,C5139,N11100,C706,80,6,7,2949
57,0,C5474,N824,C1841,N28,6,2,196
57,0,C706,80,C5139,N11100,6,4,511
57,10,C3808,N10840,C467,445,6,17,4347
57,10,C467,445,C3808,N10840,6,15,2418
57,11,C1506,N10820,C467,445,6,13,4213
57,11,C467,445,C1506,N10820,6,9,1653
57,16,C1226,N10839,C529,445,6,13,4248
57,16,C529,445,C1226,N10839,6,9,1653
57,55,C3808,N44,C467,N17,1,5,286
57,55,C467,N17,C3808,N17,1,5,286
57,60,C5900,3306,C18057,N826,6,2,140
57,62,C5478,443,C25760,N10396,6,40,14437
58,0,C366,445,C868,N878,6,1,46
58,0,C4180,445,C505,N891,6,1,46
58,0,C5030,443,C645,N2401,6,1,46
58,0,C528,389,C5061,N4348,6,9,4133
58,0,C528,389,C5061,N4403,6,8,1779
58,0,C528,389,C5061,N4405,6,8,1779
58,0,C528,N17,C5061,N17,1,2,120
58,0,C645,N2401,C5030,443,6,2,92
58,0,C868,N878,C366,445,6,1,52
58,11,C433,N9139,C1707,N1,6,9,3608
58,11,C528,445,C5061,N3883,6,451,121164
58,5,C5478,443,C25760,N10390,6,5,803
58,6,C1707,N1,C433,N9139,6,6,2976
59,0,C1056,445,C721,N884,6,1,46
